,belief,endTime,startTime,state,uncertaintyLower,uncertaintyUpper,usertoken,varIndex,vars,visGroup
31,0.2273472026478025,1583619496409,1583619491205,draw2,-0.9165777365385557,1.0,mNxXskAm,5,Government spending_Budget deficit,hop
32,-0.0032596947336298587,1583619505338,1583619500488,draw1,-1.0,1.0,mNxXskAm,6,Immigrant population_Economic growth,hop
33,0.3487847919792788,1583619515522,1583619510904,draw2,-0.8642900867285455,1.0,mNxXskAm,6,Immigrant population_Economic growth,hop
34,-0.40272906297265193,1583619523987,1583619519313,draw1,-1.0,1.0,mNxXskAm,7,Labor union participation_Corporate profits,hop
35,0.037233375571063654,1583619542827,1583619536902,draw2,-0.9255332488578725,1.0,mNxXskAm,7,Labor union participation_Corporate profits,hop
36,0.15798673338132518,1583619565099,1583619560761,draw1,-0.9372875781839787,1.0,mNxXskAm,8,Income tax rate_Poverty rate,hop
37,0.37004440762996316,1583619574916,1583619570685,draw2,-0.9128055766930632,1.0,mNxXskAm,8,Income tax rate_Poverty rate,hop
38,0.279768149587976,1583619583324,1583619577588,draw1,-1.0,1.0,mNxXskAm,9,Vaccination rate_Rate of illness,hop
39,0.07516889598230625,1583619594221,1583619589126,draw2,-0.8496622080353875,1.0,mNxXskAm,9,Vaccination rate_Rate of illness,hop
40,1.0,1583619289380,1583619254095,draw1,-0.6973008829841993,1.0,fNtYi8bE,0,Labor union participation_Corporate profits,scatter
41,1.0,1583619300436,1583619296622,draw2,0.7092761661371627,1.0,fNtYi8bE,0,Labor union participation_Corporate profits,scatter
42,1.0,1583619307915,1583619304197,draw1,0.6942429122235094,1.0,fNtYi8bE,1,Immigrant population_Economic growth,scatter
43,1.0,1583619321283,1583619313382,draw2,-0.21281173193171044,1.0,fNtYi8bE,1,Immigrant population_Economic growth,scatter
44,1.0,1583619332380,1583619325773,draw1,0.36344550525707486,1.0,fNtYi8bE,2,Income tax rate_Poverty rate,scatter
45,1.0,1583619343827,1583619339877,draw2,0.2901831865526949,1.0,fNtYi8bE,2,Income tax rate_Poverty rate,scatter
46,-1.0,1583619351924,1583619346650,draw1,-1.0,1.0,fNtYi8bE,3,Vaccination rate_Rate of illness,scatter
47,-0.8383332231580167,1583619369829,1583619358611,draw2,-0.9698052057394682,-0.7068612405765651,fNtYi8bE,3,Vaccination rate_Rate of illness,scatter
48,1.0,1583619389332,1583619382109,draw1,0.3677140221990449,1.0,fNtYi8bE,4,Government spending_Budget deficit,scatter
49,1.0,1583619419499,1583619401696,draw2,0.49591793867237355,1.0,fNtYi8bE,4,Government spending_Budget deficit,scatter
50,1.0,1583619497725,1583619492152,draw1,0.40535374271000846,1.0,fNtYi8bE,5,Temperature_Crime rate,band
51,1.0,1583619508883,1583619503908,draw2,0.2225069771206316,1.0,fNtYi8bE,5,Temperature_Crime rate,band
52,1.0,1583619520002,1583619513456,draw1,0.22626271869091963,1.0,fNtYi8bE,6,Exercise amount_Body weight,band
53,0.858136010566229,1583619530161,1583619525963,draw2,0.716272021132458,1.0,fNtYi8bE,6,Exercise amount_Body weight,band
54,1.0,1583619538657,1583619534440,draw1,-0.0010306291619335273,1.0,fNtYi8bE,7,Yearly income_Height,band
55,1.0,1583619560994,1583619548154,draw2,0.46013147698897283,1.0,fNtYi8bE,7,Yearly income_Height,band
56,1.0,1583619571401,1583619564744,draw1,0.214721475933922,1.0,fNtYi8bE,8,Temperature_Sales of Mittens,band
57,0.8793736451391629,1583619583712,1583619578299,draw2,-0.20410064969511982,1.0,fNtYi8bE,8,Temperature_Sales of Mittens,band
58,0.9210627193624583,1583619591321,1583619587165,draw1,0.38497419310552417,1.0,fNtYi8bE,9,Weight_Price,band
59,1.0,1583619600852,1583619596230,draw2,0.1323586785483266,1.0,fNtYi8bE,9,Weight_Price,band
60,-0.46681754290604105,1583619544977,1583619521840,draw1,-1.0,1.0,PUhRawzc,0,Temperature_Crime rate,scatter
61,0.7218992769317598,1583619598436,1583619577139,draw2,-0.6129795730958318,1.0,PUhRawzc,0,Temperature_Crime rate,scatter
62,0.5602470159015522,1583619611969,1583619602601,draw1,-0.5019326454328898,1.0,PUhRawzc,1,Weight_Price,scatter
63,-0.16767068979828914,1583619624502,1583619618603,draw2,-0.8633235282361738,0.5279821486395955,PUhRawzc,1,Weight_Price,scatter
64,0.15229276895793187,1583619633093,1583619627639,draw1,-0.5801499847806908,0.8847355226965545,PUhRawzc,2,Temperature_Sales of Mittens,scatter
65,0.3199141521593112,1583619645036,1583619640104,draw2,-0.4290816207753152,1.0,PUhRawzc,2,Temperature_Sales of Mittens,scatter
66,0.43935730054785793,1583619653153,1583619648179,draw1,-0.7329243869627362,1.0,PUhRawzc,3,Yearly income_Height,scatter
67,-0.285523872709486,1583619663132,1583619658683,draw2,-0.9382517351612383,0.3672039897422663,PUhRawzc,3,Yearly income_Height,scatter
68,0.3807739098478702,1583619699851,1583619685533,draw1,-0.4177752257478369,1.0,PUhRawzc,4,Exercise amount_Body weight,scatter
69,0.10840089835385114,1583619710028,1583619705513,draw2,-0.1391536072108277,0.35595540391853,PUhRawzc,4,Exercise amount_Body weight,scatter
70,0.44188647322164143,1583619816212,1583619811042,draw1,-0.3690386274735951,1.0,PUhRawzc,5,Vaccination rate_Rate of illness,hop
71,-0.9486566270742143,1583619832419,1583619822413,draw2,-1.0,-0.2721036708441267,PUhRawzc,5,Vaccination rate_Rate of illness,hop
72,0.677144112798618,1583619842441,1583619835721,draw1,-1.0,1.0,PUhRawzc,6,Immigrant population_Economic growth,hop
73,0.2543018138998083,1583619877141,1583619861796,draw2,-0.4951900117321126,1.0,PUhRawzc,6,Immigrant population_Economic growth,hop
74,0.37102367758200017,1583619885443,1583619880788,draw1,-0.3991491217829429,1.0,PUhRawzc,7,Income tax rate_Poverty rate,hop
75,0.4310234890972262,1583619895370,1583619891544,draw2,-0.46115493913109606,1.0,PUhRawzc,7,Income tax rate_Poverty rate,hop
76,0.14623376047906644,1583619905699,1583619898882,draw1,-0.24863394543401873,0.5411014663921516,PUhRawzc,8,Government spending_Budget deficit,hop
77,0.7309759718840296,1583619918282,1583619910785,draw2,-0.9271229398294967,1.0,PUhRawzc,8,Government spending_Budget deficit,hop
78,0.6098307812464958,1583619926309,1583619921933,draw1,-0.9607556606156276,1.0,PUhRawzc,9,Labor union participation_Corporate profits,hop
79,-0.5004505956332475,1583619937246,1583619932133,draw2,-1.0,0.21484810482204497,PUhRawzc,9,Labor union participation_Corporate profits,hop
80,0.8296684809519226,1583620484010,1583620425060,draw1,0.11114952339027129,1.0,eO823cco,0,Yearly income_Height,scatter
81,1.0,1583620526172,1583620514781,draw2,-0.9166187679815505,1.0,eO823cco,0,Yearly income_Height,scatter
82,0.5047620709773453,1583620597388,1583620536735,draw1,0.4360278022497994,0.5734963397048911,eO823cco,1,Weight_Price,scatter
83,0.9840103253134023,1583620654620,1583620624442,draw2,-0.01602045737119151,1.0,eO823cco,1,Weight_Price,scatter
84,0.7001035711142536,1583620693393,1583620658378,draw1,-0.03774649454448081,1.0,eO823cco,2,Temperature_Sales of Mittens,scatter
85,-0.9004385905299235,1583620714154,1583620703893,draw2,-1.0,-0.09616194784948678,eO823cco,2,Temperature_Sales of Mittens,scatter
86,-0.01602045737119151,1583620741325,1583620717082,draw1,-0.20221282206123542,0.17017190731885257,eO823cco,3,Temperature_Crime rate,scatter
87,0.9193044434478908,1583620828528,1583620818853,draw2,0.16067620987886033,1.0,eO823cco,3,Temperature_Crime rate,scatter
88,-0.9339044817878785,1583620870269,1583620832382,draw1,-1.0,-0.012892067925944273,eO823cco,4,Exercise amount_Body weight,scatter
89,-0.5473945023394475,1583620889647,1583620877293,draw2,-1.0,1.0,eO823cco,4,Exercise amount_Body weight,scatter
90,-0.015640918256124403,1583621279598,1583621235009,draw1,-1.0,1.0,eO823cco,5,Vaccination rate_Rate of illness,hop
91,-0.795878158777702,1583621319017,1583621311337,draw2,-1.0,-0.25955991740878614,eO823cco,5,Vaccination rate_Rate of illness,hop
92,0.7213046871603537,1583621372737,1583621321353,draw1,0.09575433280100865,1.0,eO823cco,6,Immigrant population_Economic growth,hop
93,0.053547502068969965,1583621395826,1583621380147,draw2,-1.0,1.0,eO823cco,6,Immigrant population_Economic growth,hop
94,-0.06381642576509261,1583621425022,1583621398479,draw1,-0.47599197731630744,0.3483591257861218,eO823cco,7,Government spending_Budget deficit,hop
95,0.7235798247613192,1583621437654,1583621430567,draw2,0.19401348726602485,1.0,eO823cco,7,Government spending_Budget deficit,hop
96,0.3291192846766928,1583621453137,1583621440599,draw1,0.0641562156664186,0.5940823536869668,eO823cco,8,Income tax rate_Poverty rate,hop
97,-0.7372852854049259,1583621481893,1583621462732,draw2,-1.0,0.35806967099018117,eO823cco,8,Income tax rate_Poverty rate,hop
98,0.8660603022445732,1583621508114,1583621486446,draw1,0.43807852113946466,1.0,eO823cco,9,Labor union participation_Corporate profits,hop
99,-0.8791215478180188,1583621524601,1583621516118,draw2,-1.0,0.11879575007317356,eO823cco,9,Labor union participation_Corporate profits,hop
100,-0.5516062601317697,1583621958967,1583621947269,draw1,-1.0,0.35995269152727793,UVR4S5vg,0,Temperature_Crime rate,scatter
101,0.6437404783895393,1583621993683,1583621967476,draw2,0.2874809567790788,1.0,UVR4S5vg,0,Temperature_Crime rate,scatter
102,0.7269326893062071,1583622015212,1583622005650,draw1,0.6331220337829779,0.8207433448294366,UVR4S5vg,1,Exercise amount_Body weight,scatter
103,-1.0,1583622031448,1583622022109,draw2,-1.0,-1.0,UVR4S5vg,1,Exercise amount_Body weight,scatter
104,-1.0,1583622038708,1583622034051,draw1,-1.0,-1.0,UVR4S5vg,2,Weight_Price,scatter
105,-0.2912813416607855,1583622050314,1583622044286,draw2,-1.0,1.0,UVR4S5vg,2,Weight_Price,scatter
106,1.0,1583622062205,1583622053649,draw1,0.30046184010285604,1.0,UVR4S5vg,3,Temperature_Sales of Mittens,scatter
107,-1.0,1583622078669,1583622068960,draw2,-1.0,-1.0,UVR4S5vg,3,Temperature_Sales of Mittens,scatter
108,1.0,1583622088861,1583622081381,draw1,1.0,1.0,UVR4S5vg,4,Yearly income_Height,scatter
109,0.735900733457939,1583622100493,1583622094981,draw2,0.735900733457939,0.735900733457939,UVR4S5vg,4,Yearly income_Height,scatter
110,1.0,1583622188451,1583622179768,draw1,1.0,1.0,UVR4S5vg,5,Government spending_Budget deficit,band
111,1.0,1583622206812,1583622194679,draw2,1.0,1.0,UVR4S5vg,5,Government spending_Budget deficit,band
112,1.0,1583622219323,1583622210659,draw1,1.0,1.0,UVR4S5vg,6,Income tax rate_Poverty rate,band
113,-1.0,1583622232932,1583622225237,draw2,-1.0,-1.0,UVR4S5vg,6,Income tax rate_Poverty rate,band
114,-0.7714700196484614,1583622248716,1583622242866,draw1,-0.7714700196484614,-0.7714700196484614,UVR4S5vg,7,Immigrant population_Economic growth,band
115,-0.7265885295011694,1583622264020,1583622256765,draw2,-0.7265885295011694,-0.7265885295011694,UVR4S5vg,7,Immigrant population_Economic growth,band
116,-0.6854400783893573,1583622308802,1583622296320,draw1,-0.6854400783893573,-0.6854400783893573,UVR4S5vg,8,Vaccination rate_Rate of illness,band
117,-0.8842847247339176,1583622318780,1583622314840,draw2,-0.8842847247339176,-0.8842847247339176,UVR4S5vg,8,Vaccination rate_Rate of illness,band
118,-1.0,1583622326386,1583622321498,draw1,-1.0,-1.0,UVR4S5vg,9,Labor union participation_Corporate profits,band
119,-1.0,1583622338818,1583622331584,draw2,-1.0,-0.048907475717259674,UVR4S5vg,9,Labor union participation_Corporate profits,band
120,-1.0,1583622667296,1583622625321,draw1,-1.0,-1.0,NO3T9tQi,0,Temperature_Sales of Mittens,scatter
121,-0.9911895885005733,1583622703841,1583622681424,draw2,-1.0,-0.9823791770011465,NO3T9tQi,0,Temperature_Sales of Mittens,scatter
122,0.6701503429748994,1583622732611,1583622708823,draw1,0.48105365747009543,0.8592470284797034,NO3T9tQi,1,Weight_Price,scatter
123,1.0,1583622744945,1583622738890,draw2,1.0,1.0,NO3T9tQi,1,Weight_Price,scatter
124,1.0,1583622763041,1583622747058,draw1,1.0,1.0,NO3T9tQi,2,Yearly income_Height,scatter
125,0.7287772634139875,1583622780877,1583622773410,draw2,0.5680810581611719,0.8894734686668029,NO3T9tQi,2,Yearly income_Height,scatter
126,0.5153119978595264,1583622810191,1583622784139,draw1,0.323908087249565,0.7067159084694878,NO3T9tQi,3,Exercise amount_Body weight,scatter
127,-0.6332490640469359,1583622826202,1583622817054,draw2,-0.7269688073903764,-0.5395293207034955,NO3T9tQi,3,Exercise amount_Body weight,scatter
128,-0.3474665005968411,1583622850739,1583622830577,draw1,-0.4978517081811024,-0.19708129301257982,NO3T9tQi,4,Temperature_Crime rate,scatter
129,0.591324836943792,1583622864568,1583622858103,draw2,0.591324836943792,0.591324836943792,NO3T9tQi,4,Temperature_Crime rate,scatter
130,0.5105133975197236,1583622981789,1583622951932,draw1,0.34980323008336556,0.6712235649560816,NO3T9tQi,5,Immigrant population_Economic growth,band
131,0.8170925800010189,1583623015130,1583623002852,draw2,0.7841996511298039,0.8499855088722339,NO3T9tQi,5,Immigrant population_Economic growth,band
132,-0.9311246366682573,1583623039421,1583623018334,draw1,-0.9864594277178791,-0.8757898456186353,NO3T9tQi,6,Income tax rate_Poverty rate,band
133,-1.0,1583623055590,1583623043775,draw2,-1.0,-1.0,NO3T9tQi,6,Income tax rate_Poverty rate,band
134,0.7251420415056802,1583623069616,1583623058138,draw1,0.63468095207732,0.8156031309340404,NO3T9tQi,7,Labor union participation_Corporate profits,band
135,-0.3647535836337861,1583623086960,1583623079299,draw2,-0.3647535836337861,-0.3647535836337861,NO3T9tQi,7,Labor union participation_Corporate profits,band
136,-0.8512311907361481,1583623112710,1583623089145,draw1,-0.8567200982610137,-0.8457422832112822,NO3T9tQi,8,Government spending_Budget deficit,band
137,1.0,1583623123326,1583623117705,draw2,0.9558095080573485,1.0,NO3T9tQi,8,Government spending_Budget deficit,band
138,-1.0,1583623142256,1583623128371,draw1,-1.0,-1.0,NO3T9tQi,9,Vaccination rate_Rate of illness,band
139,-1.0,1583623152708,1583623146535,draw2,-1.0,-1.0,NO3T9tQi,9,Vaccination rate_Rate of illness,band
140,0.5618300304646573,1583622972301,1583622964999,draw1,0.44081551215923165,0.6828445487700827,wswqBWIU,0,Government spending_Budget deficit,scatter
141,0.7451078076797608,1583622982473,1583622977295,draw2,0.7225022665841847,0.7677133487753371,wswqBWIU,0,Government spending_Budget deficit,scatter
142,-0.6235145563194511,1583623000766,1583622985642,draw1,-0.6709561542499427,-0.5760729583889597,wswqBWIU,1,Vaccination rate_Rate of illness,scatter
143,-1.0,1583623007267,1583623003865,draw2,-1.0,-0.9833619579852848,wswqBWIU,1,Vaccination rate_Rate of illness,scatter
144,0.2892692947654978,1583623016080,1583623010243,draw1,0.10679558322819283,0.4717430063028032,wswqBWIU,2,Immigrant population_Economic growth,scatter
145,0.0007723027618942169,1583623023625,1583623019730,draw2,-0.9965191787945165,0.9980637843183047,wswqBWIU,2,Immigrant population_Economic growth,scatter
146,0.24626201131890535,1583623034097,1583623027457,draw1,-0.040666090793639365,0.5331901134314503,wswqBWIU,3,Income tax rate_Poverty rate,scatter
147,-0.0057187882460107975,1583623040286,1583623037046,draw2,-0.9377487613537905,0.9263111848617687,wswqBWIU,3,Income tax rate_Poverty rate,scatter
148,-0.6215062789765233,1583623056332,1583623044914,draw1,-0.7505996434414979,-0.4924129145115488,wswqBWIU,4,Labor union participation_Corporate profits,scatter
149,-1.0,1583623067497,1583623060086,draw2,-1.0,-0.5026961584646299,wswqBWIU,4,Labor union participation_Corporate profits,scatter
150,-1.0,1583623154090,1583623148713,draw1,-1.0,-0.935939073218869,wswqBWIU,5,Temperature_Sales of Mittens,band
151,-0.8050037718760576,1583623161630,1583623158145,draw2,-0.8496528711077542,-0.7603546726443609,wswqBWIU,5,Temperature_Sales of Mittens,band
152,-0.027689194480003787,1583623167145,1583623164066,draw1,-1.0,0.9643163780277157,wswqBWIU,6,Temperature_Crime rate,band
153,0.4114616834027065,1583623177999,1583623174907,draw2,0.20971822241775717,0.6132051443876558,wswqBWIU,6,Temperature_Crime rate,band
154,1.0,1583623186478,1583623180670,draw1,0.9466395762901991,1.0,wswqBWIU,7,Weight_Price,band
155,0.9635032137544983,1583623193392,1583623190172,draw2,0.9563221660315644,0.9706842614774323,wswqBWIU,7,Weight_Price,band
156,0.1700451942126231,1583623200449,1583623196147,draw1,0.11842361203675389,0.2216667763884923,wswqBWIU,8,Yearly income_Height,band
157,0.20198161274500137,1583623208020,1583623205155,draw2,0.028593003355298574,0.3753702221347044,wswqBWIU,8,Yearly income_Height,band
158,-0.3323120849112668,1583623216863,1583623210356,draw1,-0.4805398457667316,-0.18408432405580188,wswqBWIU,9,Exercise amount_Body weight,band
159,-0.3103954386948669,1583623223077,1583623220014,draw2,-0.46523473066456683,-0.155556146725167,wswqBWIU,9,Exercise amount_Body weight,band
160,0.2557668743758399,1583622500468,1583622482308,draw1,-0.29098308943667006,0.8025168381883496,AuVxWJUK,0,Temperature_Sales of Mittens,scatter
161,-0.7627785813273362,1583622539715,1583622524270,draw2,-1.0,0.882025735383642,AuVxWJUK,0,Temperature_Sales of Mittens,scatter
162,0.3905827206016659,1583622553387,1583622545310,draw1,-0.4834380345666554,1.0,AuVxWJUK,1,Exercise amount_Body weight,scatter
163,0.5803652371803127,1583622570227,1583622563755,draw2,-0.7104817083308193,1.0,AuVxWJUK,1,Exercise amount_Body weight,scatter
164,-0.4868966266346275,1583622579299,1583622574679,draw1,-1.0,0.8482452808824008,AuVxWJUK,2,Weight_Price,scatter
165,-0.2575475378409648,1583622589747,1583622585154,draw2,-1.0,1.0,AuVxWJUK,2,Weight_Price,scatter
166,0.06274213293940223,1583622597915,1583622593225,draw1,-1.0,1.0,AuVxWJUK,3,Temperature_Crime rate,scatter
167,0.10707998351083958,1583622614307,1583622609089,draw2,-0.6872469640264796,0.9014069310481589,AuVxWJUK,3,Temperature_Crime rate,scatter
168,-0.04244328123275465,1583622625578,1583622618141,draw1,-1.0,0.9151134375344907,AuVxWJUK,4,Yearly income_Height,scatter
169,0.04811216093006365,1583622645371,1583622631663,draw2,-0.5210146266164597,0.617238948476587,AuVxWJUK,4,Yearly income_Height,scatter
170,0.3955329183065708,1583623180228,1583623174747,draw1,-0.6763702108324297,1.0,AuVxWJUK,5,Vaccination rate_Rate of illness,line
171,0.2139199782317891,1583623193356,1583623187442,draw2,-0.7793387088944004,1.0,AuVxWJUK,5,Vaccination rate_Rate of illness,line
172,0.8709868183272389,1583623203068,1583623197968,draw1,-0.8657921206388355,1.0,AuVxWJUK,6,Income tax rate_Poverty rate,line
173,0.6246732570649272,1583623216779,1583623212657,draw2,-0.41205223652234707,1.0,AuVxWJUK,6,Income tax rate_Poverty rate,line
174,-0.2550430076422016,1583623279715,1583623222133,draw1,-1.0,0.6747900819743298,AuVxWJUK,7,Labor union participation_Corporate profits,line
175,0.47120998034503403,1583623291835,1583623287173,draw2,-0.5111180185572752,1.0,AuVxWJUK,7,Labor union participation_Corporate profits,line
176,-0.37644080521951584,1583623302403,1583623298345,draw1,-1.0,0.7965830903392208,AuVxWJUK,8,Immigrant population_Economic growth,line
177,-0.32394900942917587,1583623318722,1583623309178,draw2,-1.0,0.42649653039737445,AuVxWJUK,8,Immigrant population_Economic growth,line
178,0.21558100211150566,1583623327018,1583623323245,draw1,-0.6873298422774123,1.0,AuVxWJUK,9,Government spending_Budget deficit,line
179,0.22361504692899348,1583623337082,1583623332693,draw2,-0.43683739501005014,0.8840674888680371,AuVxWJUK,9,Government spending_Budget deficit,line
180,1.0,1583623112471,1583623057937,draw1,0.8491583434585639,1.0,WFQzPEni,0,Temperature_Crime rate,scatter
181,0.22825730852183868,1583623166282,1583623142108,draw2,0.1908304083849799,0.26568420865869746,WFQzPEni,0,Temperature_Crime rate,scatter
182,0.2640867382540324,1583623215695,1583623172326,draw1,0.10756068621950421,0.42061279028856036,WFQzPEni,1,Yearly income_Height,scatter
183,0.042916927468708455,1583623248639,1583623234152,draw2,-0.0021363398183727456,0.08797019475579004,WFQzPEni,1,Yearly income_Height,scatter
184,0.6807596099690967,1583623281515,1583623258065,draw1,0.5089034595318032,0.8526157604063902,WFQzPEni,2,Weight_Price,scatter
185,1.0,1583623299461,1583623292172,draw2,0.9795198235434284,1.0,WFQzPEni,2,Weight_Price,scatter
186,-1.0,1583623322813,1583623303616,draw1,-1.0,-1.0,WFQzPEni,3,Temperature_Sales of Mittens,scatter
187,-1.0,1583623337044,1583623329647,draw2,-1.0,-1.0,WFQzPEni,3,Temperature_Sales of Mittens,scatter
188,-0.10058363708184315,1583623402994,1583623342303,draw1,-0.4456981663638037,0.24453089220011726,WFQzPEni,4,Exercise amount_Body weight,scatter
189,-0.10127434362368093,1583623459180,1583623428207,draw2,-0.2132680198559868,0.01071933260862501,WFQzPEni,4,Exercise amount_Body weight,scatter
190,-1.0,1583623724876,1583623707488,draw1,-1.0,-1.0,WFQzPEni,5,Vaccination rate_Rate of illness,hop
191,-1.0,1583623758397,1583623743202,draw2,-1.0,-0.941387463788931,WFQzPEni,5,Vaccination rate_Rate of illness,hop
192,-1.0,1583623785937,1583623765101,draw1,-1.0,-1.0,WFQzPEni,6,Labor union participation_Corporate profits,hop
193,-0.42325751514878757,1583623832024,1583623817769,draw2,-0.5505500188719967,-0.29596501142557813,WFQzPEni,6,Labor union participation_Corporate profits,hop
194,0.2633142840743081,1583623873927,1583623840901,draw1,-0.000494474682261048,0.5271230428308773,WFQzPEni,7,Government spending_Budget deficit,hop
195,1.0,1583623893877,1583623887194,draw2,0.8718150787280765,1.0,WFQzPEni,7,Government spending_Budget deficit,hop
196,-1.0,1583623921098,1583623898119,draw1,-1.0,-0.9320813830130315,WFQzPEni,8,Income tax rate_Poverty rate,hop
197,-0.008893526244224903,1583623948188,1583623939686,draw2,-0.1426021497571664,0.12481509726871698,WFQzPEni,8,Income tax rate_Poverty rate,hop
198,1.0,1583624002655,1583623952772,draw1,1.0,1.0,WFQzPEni,9,Immigrant population_Economic growth,hop
199,0.1344029197729153,1583624027829,1583624019898,draw2,0.04303836455421317,0.22576747499161742,WFQzPEni,9,Immigrant population_Economic growth,hop
200,0.8088941839435746,1583623587002,1583623554948,draw1,0.6177883678871492,1.0,8nQE5rIn,0,Temperature_Sales of Mittens,scatter
201,-0.848595052684896,1583623626164,1583623607162,draw2,-0.9838798238440303,-0.7133102815257617,8nQE5rIn,0,Temperature_Sales of Mittens,scatter
202,0.4597226647241772,1583623660140,1583623630767,draw1,0.18262889243694458,0.7368164370114099,8nQE5rIn,1,Weight_Price,scatter
203,0.7652221822352343,1583623673447,1583623667864,draw2,0.5304443644704684,1.0,8nQE5rIn,1,Weight_Price,scatter
204,-0.6371901795620234,1583623697239,1583623677707,draw1,-0.7352219561660358,-0.5391584029580114,8nQE5rIn,2,Yearly income_Height,scatter
205,0.9135527910208483,1583623712195,1583623705266,draw2,0.827105582041697,1.0,8nQE5rIn,2,Yearly income_Height,scatter
206,0.08266656148177653,1583623739798,1583623716026,draw1,0.007698709579388563,0.1576344133841645,8nQE5rIn,3,Exercise amount_Body weight,scatter
207,-0.7530358918736688,1583623750025,1583623745194,draw2,-1.0,-0.31675102882192685,8nQE5rIn,3,Exercise amount_Body weight,scatter
208,-0.7009969937138099,1583623764315,1583623755344,draw1,-0.9241311417295328,-0.4778628456980869,8nQE5rIn,4,Temperature_Crime rate,scatter
209,0.840950799333738,1583623787487,1583623769461,draw2,0.6819015986674759,1.0,8nQE5rIn,4,Temperature_Crime rate,scatter
